Wall time,Step,Value
1783237223.1563542,179552,39.014217376708984
1783237223.7605445,179872,39.0334587097168
1783237224.341867,180192,38.834312438964844
1783237225.9722419,181088,38.57721710205078
1783237226.1028476,181152,38.65859603881836
1783237226.3278704,181280,38.58067321777344
1783237227.2095857,181760,38.916229248046875
1783237229.639616,183072,38.934410095214844
1783237229.8097322,183168,38.88120651245117
1783237230.847279,183744,38.66616439819336
1783237231.9015934,184320,38.13222122192383
1783237232.9493806,184864,38.63594436645508
1783237233.109835,184960,38.663570404052734
1783237233.4138386,185120,38.83253479003906
1783237233.7396436,185280,38.836402893066406
1783237234.7996058,185856,38.83501434326172
1783237234.8423302,185888,38.883888244628906
1783237235.8599882,186432,39.07258224487305
1783237236.0533905,186528,38.98465347290039
1783237236.4216764,186752,38.872032165527344
1783237238.1063347,187616,39.28288269042969
1783237238.2415001,187680,39.18022155761719
1783237238.7385068,187904,39.072181701660156
1783237239.9664512,188480,38.96339797973633
1783237240.0984442,188544,39.011436462402344
1783237240.5980165,188768,39.01402282714844
1783237241.1983302,189056,38.74563217163086
1783237241.7973268,189376,38.63672637939453
1783237241.857969,189408,38.570133209228516
1783237242.4617887,189728,38.85869598388672
1783237242.6994581,189856,38.822731018066406
1783237242.750144,189888,38.87355422973633
1783237243.8752542,190496,39.20158386230469
1783237244.1718686,190656,39.26707458496094
1783237244.323218,190720,39.284603118896484
1783237244.5999732,190848,39.16354751586914
1783237245.143316,191136,39.063995361328125
1783237246.2085085,191712,38.88813018798828
1783237247.490734,192352,38.93299865722656
1783237247.7976947,192512,39.151512145996094
1783237248.3306217,192800,39.259315490722656
1783237248.6998584,192992,39.229976654052734
1783237248.7694473,193024,39.1771125793457
1783237248.9910192,193152,39.157989501953125
1783237249.1819634,193248,39.13490295410156
1783237250.561554,193952,38.550926208496094
1783237251.5512016,194528,38.71243667602539
1783237251.7711139,194656,38.81581115722656
1783237252.0294697,194816,38.89691925048828
1783237252.420967,195040,38.91558074951172
1783237252.9367177,195328,38.75433349609375
1783237253.043911,195392,38.7987060546875
1783237253.6286194,195712,38.6684455871582
1783237253.954203,195904,38.493228912353516
1783237254.0596583,195968,38.31206512451172
1783237254.3910491,196160,38.1571159362793
1783237254.529842,196224,38.1571159362793
1783237254.6359117,196288,38.1356315612793
1783237255.3497734,196672,38.5359992980957
1783237255.469454,196736,38.599815368652344
1783237255.5916002,196800,38.887657165527344
1783237256.9280307,197536,38.65496826171875
1783237257.4477532,197824,38.8502197265625
1783237257.6216369,197920,38.83244323730469
1783237258.5785244,198432,39.1421012878418
1783237259.1397347,198752,38.943180084228516
1783237259.1806824,198784,38.87437438964844
1783237259.3198006,198848,38.985477447509766
1783237259.6696093,199040,39.00972366333008
1783237259.9959629,199232,39.0306396484375
1783237260.4367301,199456,38.98089599609375
1783237260.7298944,199616,39.08881759643555
1783237261.2150877,199840,39.09486389160156
1783237261.5815544,200032,39.127784729003906
1783237262.3993938,200448,38.874141693115234
1783237263.9595602,201280,38.6411247253418
1783237265.7236686,202016,38.564334869384766
1783237265.9694407,202144,38.961483001708984
1783237266.0480537,202176,39.05121994018555
1783237266.4851377,202400,39.22393035888672
1783237267.5370653,202944,38.979373931884766
1783237268.1909263,203296,38.983856201171875
1783237268.9178352,203648,38.61100769042969
1783237269.3535564,203872,38.494590759277344
1783237269.7173355,204064,38.46858215332031
1783237271.16578,204832,39.08502197265625
1783237274.9498675,206592,38.86087417602539
1783237275.2418501,206720,38.893672943115234
1783237276.1884806,207136,38.69074249267578
1783237276.9381206,207488,38.62086486816406
1783237277.2272732,207616,38.69612121582031
1783237277.742812,207872,39.09036636352539
1783237277.7856965,207904,39.13520050048828
1783237278.0052202,208032,38.96011734008789
1783237278.554246,208320,38.95030975341797
1783237278.6250103,208352,38.88722610473633
1783237279.2181294,208672,38.526363372802734
1783237279.2767653,208704,38.457847595214844
1783237279.3415606,208736,38.560157775878906
1783237279.837117,208992,38.6475715637207
1783237281.004741,209632,38.501163482666016
1783237282.4283645,210400,38.72023010253906
1783237282.7658832,210592,38.22454071044922
1783237282.8286085,210624,38.15981674194336
1783237283.0305905,210720,38.109378814697266
1783237283.6263652,211040,38.47032165527344
1783237284.1729429,211328,38.7694091796875
1783237284.3261747,211424,38.67323303222656
1783237284.9258099,211744,38.61425018310547
1783237285.2031515,211904,38.76982498168945
